Id,group,sex,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18
3200001,Com,G,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-

28/01/21
1682
O/fee=6500
Oct to Janu/21
Paid in Janu/21",,,,"28/01/21
1682
O/fee=6500
Oct to Janu/21
Paid in Janu/21","28/01/21
1682
O/fee=6500
Oct to Janu/21
Paid in Janu/21","28/01/21
1682
O/fee=6500
Oct to Janu/21
Paid in Janu/21","28/01/21
1682
O/fee=6500
Oct to Janu/21
Paid in Janu/21",,,,
3200002,Com,boy,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,"25/01/21
1706",,,,,"06/06/21
1707"
3200003,Com,G,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,"26/08/2020
9,000/-",,,,"07/11/2020
1730
Oct/2020
Paid to Nov/2020","07/11/2020
1730
Oct/2020
05/12/2020
1731
Nov/20
Paid in Dec/20","05/12/2020
1731
Nov/20
10/01/2021
By bkash
C=2870
H=1950
T=4820
Dec/20
Paid in Jany/21","10/01/2021
By bkash
C=2870
H=1950
T=4820
Dec/20
Paid in Jany/21","08/02/21
1733
Janu/21","11/03/21
By bkash
C=2870
H=1950","06/04/2021
By bkash
C=2870
H=1950
T=4820",
3200004,Com,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,,,"28/01/21
1754
Oct + Nov/20
Paid in janu/21","28/01/21
1754
Oct + Nov/20
Paid in janu/21",,"28/01/21
1754
Oct + Nov/20
Paid in janu/21",,,"29/04/2021
1756
Dec/20 to April/21
O/fee=6500
",
3200005,Com,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
Bkash=10,830/-
College=8,670/-
Hostel=2,160/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
By bkash
C=2170
H=2160
T=4330","13/12/2020
By bkash
C=2170
H=2160
T=4330
Dec/20","14/01/2021
By bkash
C=2170
H=2160
T=4330
","18/022/1
By bkash
C=2170
H=2160
T=4330",,,,
3200006,Com,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-

29/12/2020
1926
Oct to Dec/20
O/fee=6500
Paid in /dec/20",Less 30% in Tuition fee for Oct/20.,"29/12/2020
1926
Oct to Dec/20
O/fee=6500
Paid in /dec/20",Less 30% in Tuition fee for Oct/20.,"29/12/2020
1926
Oct to Dec/20
O/fee=6500
Paid in /dec/20","29/12/2020
1926
Oct to Dec/20
O/fee=6500
Paid in /dec/20","25/01/21
1927",,,,,"05/06/21
1928
Up to June/21"
3200007,Com,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-

26/01/21
1954
O/fee=6500
Paid in Janu/21",,,,"10/10/20
1950
paid to Oct/20","07/11/2020
1951
","10/12/2020
1952
O/fee 6500 Due","13/01/2021
1953
26/01/21
1954
O/fee=6500
Paid in Janu/21","15/02/21
1955","15/03/21
1956",,"27/05/21
1957
"
3200008,Com,boy,"28/08/2020
15,500/-",,"28/08/2020
15,500/-",,"28/08/2020
15,500/-",,"28/08/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"08.10.2020
Bkash=6,010/-
College=3,570/-
Hostel=2,440/-",Less 30% in Tuition fee for Oct/20.,"09/01/21
2263
Nov + Dec/20
Paid in Janu/21","09/01/21
2263
Nov + Dec/20
Paid in Janu/21","09/01/21
2263
Nov + Dec/20
Paid in Janu/21
23/01/2021
55930
Janu/21
Paid in Janu/21",,,,"03/05/21
By bkash
C=14280
H=2910
T=17190","03/06/21
9340
June/21"
3200009,Com,G,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-
08/10/20
2046
O/fee=6500
paid to Oct/20",,,,"08/10/20
2046
O/fee=6500
Oct=3570","08/11/2020
2047
","07/01/2021
2048
27/01/2021
2049
Dec/20
Paid in Janu/21","07/01/2021
2048
Dec/20
27/01/2021
2049
Janu/20
Paid in Janu/21","09/02/21
2050
Feb/21",,,
3200010,Com,boy,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-
28/01/21
2070
Oct to Janu/21
O/fee=6500
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"28/01/21
2070
Oct to Janu/21
O/fee=6500
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"28/01/21
2070
Oct to Janu/21
O/fee=6500
Paid in janu/21","28/01/21
2070
Oct to Janu/21
O/fee=6500
Paid in janu/21","28/01/21
2070
Oct to Janu/21
O/fee=6500
Paid in janu/21",,,,,
3200011,Com,boy,"30/08/2020
9,000/-",,"30/08/2020
9,000/-",,"30/08/2020
9,000/-",,"30/08/2020
9,000/-

08.10.2020
2118
Oct/20 Less=30%
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"08.10.2020
2118
Oct/20 Less=30%
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"03/11/2020
2119
","02/12/2020
2120","03/01/2021
2121
25/01/21
Feb/21
Paid in janu/21","25/01/21
Feb/21
Paid in janu/21","03/03/21
2123
","03/04/2021
2124
","04/05/21
2125
24/05/21
2126
June/21",
3200012,Com,boy,"30/08/2020
9,000/-",,"30/08/2020
9,000/-",,"30/08/2020
9,000/-",,"30/08/2020
9,000/-
14/11/2020
2094
O/fee 6,500/-
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,"14/11/2020
2094
O/fee 6,500/-
Paid to Nov/2020
07/12/2020
095
Oct + Nov/20
Paid in Dec/20","07/12/2020
2095
Oct + Nov/20
09/01/2021
2096
Dec/20
Paid in Janu/21","09/01/2021
2096
Dec/20
Paid in Janu/21
25/01/21
2097
Janu/21
","08/02/21
2098","06/03/21
2099",,,"06/06/21
2100
Up to June/21"
3200013,Com,G,"02/09/2020
2,000/-",,"02/09/2020
2,000/-",,,,,,,,,,,,"07/02/21
9362
S/c=5000
Dev fee=500
",,,"06/05/21
9363
O/fee=4000 Due=4000/-"
3200014,Com,boy,"02/09/2020
2,000/-",,"02/09/2020
2,000/-

19.09.2020
9290
Dev. Fee=500
S/c=5000",,"19.09.2020
9290
Dev. Fee=500
S/c=5000",,"25/01/21
O/fee
Oct to  Dec/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"25/01/21
O/fee
Oct to  Dec/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"25/01/21
O/fee
Oct to  Dec/20
Paid in janu/21","25/01/21
O/fee
Oct to  Dec/20
Paid in janu/21","25/01/21
O/fee
Oct to  Dec/20
Paid in janu/21",,,,"06/05/21
9292
Janu/21 to March/21","06/06/21
9293
April/21 2590  Due=1960
"
3200015,Com,boy,"02/09/2020
9,000/-",,"02/09/2020
9,000/-",,"02/09/2020
9,000/-",,"02/09/2020
9,000/-

11.10.2020
9314
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
9314
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
9315
","27/01/21
9316
Dec + Janu/21
Paid in anu/21","27/01/21
9316
Dec + Janu/21
Paid in anu/21",,,"01/04/2021
9216
",,"05/06/21
9319
"
3200016,Com,boy,"16/09/2020
9,000/-",,"16/09/2020
9,000/-",,"16/09/2020
9,000/-","20/02/21
T.c Order By
O/fee Less 2nd year 4,000/-
 board  11/02/21
College=20/02/21","16/09/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,"28/02/21
9339
O/fee=2500
Up to Janu/21",,,,
3200016,Com,G,"16/09/2020
9,000/-",,"16/09/2020
9,000/-",,"16/09/2020
9,000/-","T.c Order By board
11/02/21
Less 50%=4000/-","16/09/2020
9,000/-
05/11/2020
9482
S/c=1,500/-
Paid to Nov/2020",,,,,,,,"20/02/21
9339
O/fee=2500 Less=4000/-
Up to Janu/21 By rools
T.c-11/02/21 Board",,,
3200017,Com,boy,"05/09/2020
15,500/-",,"05/09/2020
15,500/-",,"05/09/2020
15,500/-",,"05/09/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"09.10.2020
Bkash=5,730/-
College=3,570/-
Hostel=2,160/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
By bkash
C=3570
H=2160
T=5730","17/12/2020
By bkash
C=3570
H=2160
T=5730","24/01/2021
By bkash
C=3570
H=2160
T=5730",,,,,"03/06/21
3459
Up to June/21"
3200018,Com,G,"05/09/2020
9,000/-",,"05/09/2020
9,000/-",,"05/09/2020
9,000/-",,"05/09/2020
9,000/-
05/11/2020
9482
O/fee=1,500/-
Oct/2020
Paid in Nov/20
18/01/2021
9484
Janu/21
O/fee=1000  due=4000
Paid in Janu/21",,,,"05/11/2020
9482
Oct/2020
Poaid to Nov/2020","05/11/2020
9482
S/c=1,500/-
Oct/2020
17/12/2020
Nov + Dec/20
Paid in Dec/20
O/fee Due=5,000/-","17/12/2020
Nov + Dec/20
Paid in Dec/20
O/fee Due=5,000/-","18/01/2021
9484
Janu/21
O/fee=1000  due=4000
Paid in Janu/21","18/02/21
9485
Feb/21
O/fee1000 Due-3000","18/03/21
9486
O/fee=1000 Due=2000/-
March/21",,"02/05/21
9490
April + May/21
O/fee=1000  Due=1000/-"
3200019,Com,boy,"06/09/2020
15,500/-",,"06/09/2020
15,500/-",,"06/09/2020
15,500/-",,"06/09/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
Bkash=3,570/-",Less 30% in Tuition fee for Oct/20.,"17/11/2020
By bkash
C=3550","23/12/2020
By bkash
C=3590
Dec/20","17/01/2021
By bkash
C=3570",,"10/03/21
9987
Feb + March/21",,"27/05/21
9989
Up to June/21",
3200020,Com,boy,"07/09/2020
9,000/-",,"07/09/2020
9,000/-",,"07/09/2020
9,000/-",,"07/09/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,"24/01/2021
10010
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"24/01/2021
10010
Oct to Janu/21
Paid in Janu/21","24/01/2021
10010
Oct to Janu/21
Paid in Janu/21","24/01/2021
10010
Oct to Janu/21
Paid in Janu/21",,,,"03/05/21
10011
Up  to April/21","05/06/21
10012"
3200021,Com,G,"07/09/2020
9,000/-",,"07/09/2020
9,000/-",,"07/09/2020
9,000/-",,"07/09/2020
9,000/-
08/10/20
10034
O/fee=6500
Paid to Oct/20",,,,"08/10/20
10034
O/fee6500
Oct-3570","05/11/2020
10035
Nov/2020","03/12/2020
10036
","07/01/2021
10037","10/02/21
10038
","09/03/21
10039","06/04/2021
10040
","30/05/2021
10041
"
3200022,Com,boy,"08/09/2020
9,000/-",,"08/09/2020
9,000/-",,"08/09/2020
9,000/-",,"08/09/2020
9,000/-
27/12/2020
9506
Oct to Janu/20
O/fee= 6500/-
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"27/12/2020
9506
Oct to Janu/20
O/fee= 6500/-
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"27/12/2020
9506
Oct to Janu/20
O/fee= 6500/-
Paid in Dec/20","27/12/2020
9506
Oct to Janu/20
O/fee= 6500/-
Paid in Dec/20","27/12/2020
9506
Oct to Janu/20
O/fee= 6500/-
Paid in Dec/20",,,,,"05/06/21
9507"
3200023,Com,G,"08/09/2020
9,000/-",,"08/09/2020
9,000/-",,"08/09/2020
9,000/-",,"08/09/2020
9,000/-",,,,,,,,,,,
3200024,Com,G,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,,,"28/01/21
7150
Oct to janu/21
Paid in Janu/21","28/01/21
7150
Oct to janu/21
Paid in Janu/21","28/01/21
7150
Oct to janu/21
Paid in Janu/21","28/01/21
7150
Oct to janu/21
Paid in Janu/21",,,,
3200025,Com,boy,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
3200026,Com,boy,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-",,"09/09/2020
9,000/-
27/01/21
8374
O/fee=6500
Oct to Janu/21
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
8374
O/fee=6500
Oct to Janu/21
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
8374
O/fee=6500
Oct to Janu/21
Paid in janu/21","27/01/21
8374
O/fee=6500
Oct to Janu/21
Paid in janu/21","27/01/21
8374
O/fee=6500
Oct to Janu/21
Paid in janu/21",,,"11/04/2021
8375
Feb + march/21","27/05/21
8376
Up ty May/21",
3200027,Com,G,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"09/12/2020
7678
O/fee with
Oct/20
Paid in Dec20",,,,"09/12/2020
7678
O/fee with
Oct/20
Paid in Dec20","10/12/2020
7679
Nov + Dec/20
Paid in Dec/20","09/12/2020
7678
O/fee with
Oct/20
Paid in Dec20
10/12/2020
7679
Nov + Dec/20
paid in Dec/0","10/01/2021
7680",,"17/03/21
7681
Feb + March/21",,
3200028,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"10.10.2020
7702
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"10.10.2020
7702
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"07/11/2020
7703
","05/12/2020
7704
","09/01/21
7705
","11/02/21
7706","06/03/21
7707","11/04/2021
7708
","06/05/21
7709
","05/06/21
7710"
3200029,Com,G,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"21/09/2020
7726
Paid to sep/20",,"21/09/2020
7726
O/fee",,"19/10/2020
7727
Oct/2020","09/11/2020
By bkash
C=3570
H=1950
T=5520
Nov/20
Paid in Nov/20",,"07/01/2021
7730
Janu/21
Dec/20 bkash problem","09/02/21
7731
Feb/21",,"13/04/21
By bkash
C=3570
H=1950
T=5520
March/21",
3200030,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"09/01/2021
7751
Dec/20
O/fee=4000/ Due=4000
Paid in Janu/21
11/01/21
7752
O/fee=4000
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"05/11/2020
7750
Oct +Nov/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"05/11/2020
7750
Oct +Nov/2020","09/01/2021
7751
Dec/20
O/fee=4000/ Due=4000
Paid in Janu/21","09/01/2021
7751
Dec/20
O/fee=4000/ Due=4000
Paid in Janu/21
11/01/21
7752
O/fee=4000
Paid in Janu/21
25/01/21
7753
Janu/21
Paid in Janu/21","22/02/21
7754/55
Feb + March/21","22/02/21
7754/55
Feb + March/21
Paid in Feb/21",,"29/05/21
7757
April + May/21","06/06/21
7758
"
3200031,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"27/01/21
7774
O/fee=8000
Oct=3570
Nov=430 Due=3140
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
7774
O/fee=8000
Oct=3570
Nov=430 Due=3140
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
7774
O/fee=8000
Oct=3570
Nov=430 Due=3140
Paid in Janu/21",,"27/01/21
7774
O/fee=8000
Oct=3570
Nov=430 Due=3140
Paid in Janu/21",,,,,"06/06/21
7775
"
3200032,Com,boy,,,,,,,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
3200033,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"24/01/2021
3218
O/fee=8000
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"24/01/2021
3218
O/fee=8000
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"24/01/2021
3218
O/fee=8000
Oct to Janu/21
Paid in Janu/21","24/01/2021
3218
O/fee=8000
Oct to Janu/21
Paid in Janu/21","24/01/2021
3218
O/fee=8000
Oct to Janu/21
Paid in Janu/21",,,"04/04/21
3219
Feb + March/21",,
3200034,Com,boy,"12/09/2020
7845
15,500/-",,"12/09/2020
7845
15,500/-",,"12/09/2020
7845
15,500/-",,"12/09/2020
7845
15,500/-",Less 30% in Tuition fee for Oct/20.,"07.10.2020
7846
Oct/20
Less=30%",Less 30% in Tuition fee for Oct/20.,"09/11/2020
7847
","17/12/2020
7848
","26/01/21
7849
Janu + Feb/21
Paid in Janu/21","26/01/21
7849
Janu + Feb/21
Paid in Janu/21",,"130/4/2021
7850
March/21","03/05/21
7851
April/21","06/06/21
7852
"
3200035,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"27/01/21
7870
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
7870
Oct to Janu/21
Paid in Janu/21","27/01/21
7870
Oct to Janu/21
Paid in Janu/21","27/01/21
7870
Oct to Janu/21
Paid in Janu/21",,,,,
3200036,Com,boy,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"12/09/2020
7,500/-",,"27/12/2020
7894
Oct to dec/20
O/fee=8000/-
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"27/12/2020
7894
Oct to dec/20
O/fee=8000/-
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"27/12/2020
7894
Oct to dec/20
O/fee=8000/-
Paid in Dec/20","27/12/2020
7894
Oct to dec/20
O/fee=8000/-
Paid in Dec/20","23/01/2021
7895
","11/02/21
7896","11/03/21
7897
`","12/04/21
7898
","03/05/21
7899
","13/06/21
7900
"
3200037,Com,G,"13/09/2020
7,500/-",,"13/09/2020
7,500/-",,"13/09/2020
7,500/-",,"07/01/2021
6574
Oct/20
O/fee=8000
Paid in Janu/21",,,,"07/01/2021
6574
Oct/20
O/fee=8000
Paid in Janu/21","25/01/21
6575
Nov to Janu/21
Paid in Janu/21","25/01/21
6575
Nov to Janu/21
Paid in Janu/21","07/01/2021
6574
Oct/20
O/fee=8000
Paid in Janu/21
25/01/21
6575
Nov to Janu/21
Paid in Janu/21",,,,
3200038,Com,boy,"14/09/2020
7,500/-",,"14/09/2020
7,500/-",,"14/09/2020
7,500/-",,"11.10.2020
6599
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
6599
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
6602","09/12/2020
6603
","06/01/2021
6604","08/02/21
6605","07/03/21
6606",,"04/05/21
6608
April + May/21","03/06/21
6609
"
3200039,Com,G,"14/09/2020
15,500/-",,"14/09/2020
15,500/-",,"14/09/2020
15,500/-",,"14/09/2020
15,500/-
",,,,"26/01/21
6622
Oct to Feb/21
March=630 Due=2940
Paid in Janu/21","26/01/21
6622
Oct to Feb/21
March=630 Due=2940
Paid in Janu/21","26/01/21
6622
Oct to Feb/21
March=630 Due=2940
Paid in Janu/21","26/01/21
6622
Oct to Feb/21
March=630 Due=2940
Paid in Janu/21","26/01/21
6622
Oct to Feb/21
March=630 Due=2940
Paid in Janu/21",,,
3200040,Com,G,"14/09/2020
6,500/-",,"14/09/2020
6,500/-",,"14/09/2020
6,500/-",,,,,,,,,,,,,
3200041,Com,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,,,,,"09/11/2020
6670
Oct/2020
paid to Nov/2020","09/11/2020
6670
Oct/2020

09/12/2020
6671
Nov/20
Paid in Dec/20","09/12/2020
6671
Nov/20
Paid in Dec/20
13/01/2021
6672
Dec/20
O//fee Due=8000","13/01/2021
6672
Dec/20
O//fee Due=8000

28/01/21
6673
Janu/21","10/02/21
6674
O/fee due",,,"24/05/21
6675
March + April/21"
3200042,Com,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"25/01/21
56647
Oct/20
O/fee=2740 Due=5260
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"25/01/21
56647
Oct/20
O/fee=2740 Due=5260
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,,,"25/01/21
56647
Oct/20
O/fee=2740 Due=5260
Paid in janu/21","16/02/21
6695
",,,,"01/06/21
6696"
3200043,Com,boy,"16/05/2020
4,000/-",,"16/05/2020
4,000/-",,"16/05/2020
4,000/-",,"26/01/21
56553
O/fee=1000 Due=7000
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,"26/01/21
56553
O/fee=1000 Due=7000
Paid in Janu/21","10/02/21
5450
S/c=3500
O/fee=500",,,,"05/06/21
5451
"
3200044,Com,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,"30/01/21
5474",,,,,
3200045,Com,G,"10/10/2020
5209
7,200/-",,"10/10/2020
5209
7,200/-",,"10/10/2020
5209
7,200/-",,"13/12/2020
5211
O/fee=8,000/-
Paid in Dec/20",,,,"05/11/2020
5210
Oct + Nov/2020
Paid to Nov/2020","05/11/2020
5210
Oct + Nov/2020","13/12/2020
5211
O/fee=8,000/-
Paid in Dec/20
07/01/2021
5212
Dec + Janu/1
Paid in Janu/21","07/01/2021
5212
Dec + Janu/1
Paid in Janu/21","10/02/21
5213",,"12/04/21
5214
March + April/21",
2200001,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
07/10/20
8950
O/fee=6500
Paid to Oct/20",,,,"07/10/20
8950
11,120/-
O/fee=6,500
Oct=4,620/-","09/11/2020
by bkash
C=4620
H=2130
T=6750","25/01/21
8951
Dec + Janu/21
Paid in Janu/21","25/01/21
8951
Dec + Janu/21
Paid in Janu/21",,,,
2200002,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
07/10/20
8902
6,500/-
Paid to Oct/20",,,,"07/10/20
8902
O/fee-6500
Oct=3420
Nov=700","07/11/2020
8903
","05/12/2020
8904
24/12/2020
8905
January/20
Paid in Dec/20","24/12/2020
8905
January/20
Paid in Dec/20

25/01/21
8906
Feb/21
Paid in Janu/21","24/12/2020
8905
January/20
Paid in Dec/20

25/01/21
8906
Feb/21
Paid in Janu/21","09/03/21
8907","04/04/2021
8908
April/21","06/05/21
8909"
2200003,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
08/10/20
8878
O/fee6500
paid to  Oct/20",,,,"08/10/20
8878
O/fee=6500
Oct=4620","04/11/2020
8879
","05/12/2020
8880
","02/01/2021
8881
","06/02/21
8882
","06/03/21
8883","03/04/2021
8884
","04/05/21
8885
"
2200004,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
26/01/2021
6334
O/fee=6500
paid in Janh/21",,,,,,"26/01/2021
6334
O/fee=6500
paid in Janh/21",,,,,
2200005,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,,,"10/10/20
6210 
Oct/20","26/01/21
Nov/20
Paid in Dec/21",,"26/01/21
Nov/20
Paid in Dec/21",,,,
2200006,Sci,G,"16/08/2020
2.000/-",,"16/08/2020
2.000/-",Less-S/c,,Less-O/Fee,,,,,,,,,,,,
2200007,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
23/01/2021
6262
Oct + Nov/20
O/fee=6500
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"23/01/2021
6262
Oct + Nov/20
O/fee=6500
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"23/01/2021
6262
Oct + Nov/20
O/fee=6500
Paid in Janu/21",,"23/01/2021
6262
Oct + Nov/20
O/fee=6500
Paid in Janu/21",,,,,"06/06/21
6263 
Dec/21"
2200008,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-

26/01/2021
6238
O/fee=6500
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/2021
6238
O/fee=6500
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/2021
6238
O/fee=6500
Oct to Janu/21
Paid in Janu/21","26/01/2021
6238
O/fee=6500
Oct to Janu/21
Paid in Janu/21","26/01/2021
6238
O/fee=6500
Oct to Janu/21
Paid in Janu/21",,,,,"01/06/21
6239
Feb to MaY/21"
2200009,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-

21.10.2020
6218
Oct/20 (Less=30%)
Others fee=6,500/-

26/01/21
6002
O/fee=8000
Nov/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"21.10.2020
6218
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"26/01/2021
6219
Nov to Janu/21
Paid in Janu/21","26/01/2021
6219
Nov to Janu/21
Paid in Janu/21","26/01/2021
6219
Nov to Janu/21
Paid in Janu/21",,,,,"01/06/21
6220
"
2200010,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
27/01/2021
By bkash
C-7040
H=0
Janu/21
O/fee= 6500
Janu-540",,,,"08/10/2020
By bkash 
1,820/-
Oct/2020","14/11/2020
By bkash
C=1800
H=4320
T=6120","20/12/2020
By bkash
C-1000
H=2160
T=3160","23/01/2021
By bash
C=1000
H=2160
T=3160
Janu/21
27/01/2021
By bkash
C-7040
H=0
Janu/21
O/fee= 6500
Janu-540","08/02/21
By bash
C=1540
H=2160
T=3700
Frb/21","10/03/21
6195","11/04/21
By bkash
C=1540
H=2160
T=3700","09/05/21
By bkash
C=1540
H=2160
T=3700"
2200011,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
27/01/2021
By bkash
C=6500( O/fee)
H=0
Janu//21",,,,"08/10/2020
By bkash
C=4620/-
H=0
","10/11/2020
By bkash
C=4620
H=4320
T=8940","20/12/2020
By bkash
C=4620
H=2160
T=6780
","19/01/2021
By bkash
C=4620
H=2160
T=6780
Janu/21
27/01/2021
By bkash
C=6500( O/fee)
H=0
Janu//21","23/02/21
By bkash
C=4620
H=2160
T=6780
Feb/21","13/03/21
6171
","26/04/21
By bkash
C=4620
H=2160
T=6780
April/21","24/05/21
By bkash
C=4620
H=2160
T=6780"
